-200bps,-187bps,-175bps,-162bps,-150bps,-137bps,-125bps,-112bps,-100bps,-87bps,-75bps,-62bps,-50bps,-37bps,-25bps,-12bps,ATM,12bps,25bps,37bps,50bps,62bps,75bps,87bps,100bps,112bps,125bps,137bps,150bps,162bps,175bps,187bps,200bps
0.411,0.3888,0.3706,0.353,0.3383,0.324,0.3121,0.3004,0.2905,0.2808,0.2727,0.2648,0.2582,0.2518,0.2466,0.2415,0.2375,0.2323,0.2273,0.2232,0.2193,0.2162,0.2132,0.2107,0.2084,0.2066,0.2048,0.2035,0.2022,0.2012,0.2002,0.1995,0.1988
